,adjective,noun,article,adj_article,prob,is_multi_token
2426,salmon,sandwich,a,a,0.0005859417142346501,False
2427,chocolate,log,a,a,6.342105734802317e-06,False
2428,ballroom,dancing,,,0.03547104448080063,False
2429,pine,needle,a,a,0.001291168387979269,False
2430,eye,shadow,a,an,0.0006528956000693142,False
2431,purple,plant,a,a,4.2285835661459714e-05,False
2432,wheat,cracker,a,a,0.0021550862584263086,False
2433,transporter,company,a,a,3.6055846983097235e-09,True
2434,green,candle,a,a,0.002621663035824895,False
2435,green,sugar,,,0.0033596931025385857,False
2436,brick,piece,a,a,2.267377931275405e-05,False
2437,purple,spoon,a,a,0.0008160534780472517,False
2438,red,letter,a,a,0.002617781748995185,False
2439,bowling,pin,a,a,0.0006302695255726576,False
2440,military,person,a,a,0.0008076914236880839,False
2441,bank,card,a,a,0.012419462203979492,False
2442,green,shoe,a,a,0.006163424346596003,False
2443,hedge,shears,,,0.0006811246275901794,False
2444,square,balloon,a,a,0.00017502025002613664,False
2445,spiral,nail,a,a,0.0007143895491026342,False
2446,spaghetti,porridge,,,0.00014875948545522988,False
2447,jump,jockey,a,a,0.00023168331244960427,False
2448,yellow,bar,a,a,0.0003949992242269218,False
2449,garage,key,a,a,8.249018719652668e-06,False
2450,sand,swell,a,a,0.0001540700177429244,False
2451,water,gun,a,a,0.006124116014689207,False
2452,sewer,line,a,a,8.12102916825097e-06,False
2453,boy,swing,a,a,0.0002067724271910265,False
2454,butter,cup,a,a,1.8819375327439047e-05,False
2455,green,tooth,a,a,0.0035836761817336082,False
2456,sugar,oatmeal,,,0.00013476575259119272,False
2457,yellow,boat,a,a,3.240691512473859e-05,False
2458,red,suit,a,a,0.01310355681926012,False
2459,ocean,ship,a,an,0.004448829684406519,False
2460,sugar,man,a,a,7.753047248115763e-05,False
2461,purple,duck,a,a,0.00022038632596377283,False
2462,milk,pitcher,a,a,3.8687770143042144e-07,False
2463,onion,skin,,,2.0338071408332326e-05,False
2464,cake,stall,a,a,0.00016178711666725576,False
2465,fat,kiss,a,a,1.1030277846657555e-06,False
2466,worm,bin,a,a,8.254710701294243e-05,False
2467,wet,clothes,,,0.010479515418410301,False
2468,trash,game,a,a,1.2021105249004904e-05,False
2469,green,daddy,a,a,3.699185617733747e-05,False
2470,purple,marker,a,a,0.00023808618425391614,False
2471,police,station,a,a,0.008288940414786339,False
2472,pig,roll,a,a,0.0005174038815312088,False
2473,metal,clip,a,a,0.00037956846063025296,False
2474,baby,step,a,a,0.0003000442811753601,False
2475,music,room,a,a,0.005687284283339977,False
2476,night,air,,,0.007494994904845953,False
2477,red,petal,a,a,0.003442012704908848,False
2478,nanny,training,a,a,9.786293958313763e-06,False
2479,pink,cloud,a,a,0.01033458299934864,False
2480,plastic,spoon,a,a,0.004125785082578659,False
2481,fat,lump,a,a,0.0008506901212967932,False
2482,baby,picture,a,a,0.005530399736016989,False
2483,daddy,company,a,a,5.883453582100628e-07,False
2484,yellow,cow,a,a,0.00033831477048806846,False
2485,red,grey,,,6.003691305522807e-05,False
2486,bottom,bar,a,a,0.0001314686523983255,False
2487,tree,bark,a,a,0.01844063214957714,False
2488,yellow,bag,a,a,0.0012863270239904523,False
2489,flat,pumpkin,a,a,3.455054184087203e-06,False
2490,college,building,a,a,0.001554139074869454,False
2491,locomotive,car,a,a,3.71488727068936e-06,False
2492,gold,dragon,a,a,0.0052010235376656055,False
2493,chocolate,milk,,,0.01337104570120573,False
2494,bald,baby,a,a,3.2127950362337288e-06,False
2495,rugby,player,a,a,0.006873313803225756,False
2496,card,game,a,a,0.0073387534357607365,False
2497,laser,beam,a,a,0.008482486009597778,False
2498,lead,boot,a,a,0.0001221714192070067,False
2499,battle,field,a,a,2.9458253266057e-05,False
2500,yellow,button,a,a,0.005570493638515472,False
2501,water,test,a,a,0.0004346404748503119,False
2502,broken,neck,a,a,0.02184634655714035,False
2503,tea,towel,a,a,0.0014054677449166775,False
2504,pirate,guy,a,a,4.81341194245033e-05,False
2505,bright,sun,,,0.002499866299331188,False
2506,pet,shop,a,a,0.014223274774849415,False
2507,green,bead,a,a,0.0031343658920377493,False
2508,kid,movie,a,a,1.0318604836356826e-05,False
2509,dead,flower,a,a,0.0021315631456673145,False
2510,yellow,bed,a,a,0.00012584062642417848,False
2511,pest,attack,an,a,0.00015928737411741167,False
2512,sirloin,steak,a,a,1.480162677613974e-16,True
2513,burnt,toasted,,,6.462769306381233e-07,False
2514,icy,road,a,an,4.212715066387318e-05,False
2515,comforter,cover,a,a,9.02579740495234e-11,True
2516,curtain,rail,a,a,3.2479894684911415e-07,False
2517,water,feed,,,7.563069084426388e-05,False
2518,square,paper,a,a,1.4213946997188032e-05,False
2519,foot,hole,a,a,3.394232044229284e-05,False
2520,computer,man,a,a,0.000894940341822803,False
2521,thyroid,infection,an,a,0.0001081072841770947,False
2522,green,helmet,a,a,0.008808491751551628,False
2523,purple,head,a,a,0.0005699912435375154,False
2524,purple,wheel,a,a,0.00017137896793428808,False
2525,hammer,head,a,a,0.00039287825347855687,False
2526,green,stem,a,a,0.00494046276435256,False
2527,green,star,a,a,0.001991002354770899,False
2528,soapy,bubble,a,a,1.9395435692697865e-08,True
2529,top,card,a,a,9.927048085955903e-05,False
2530,orange,skin,,,0.0004905819660052657,False
2531,cargo,ship,a,a,0.00858121458441019,False
2532,pink,piece,a,a,5.188953582546674e-05,False
2533,baby,jaguar,a,a,0.0021992262918502092,False
2534,food,picture,a,a,1.50563118950231e-05,False
2535,garden,door,a,a,0.000914679083507508,False
2536,brown,bottom,a,a,0.00046869131620042026,False
2537,pony,home,a,a,1.7069281966541894e-05,False
2538,dragon,picture,a,a,8.532821084372699e-05,False
2539,red,mouth,a,a,0.0002633967960719019,False
2540,chicken,prawn,a,a,0.00018630562408361584,False
2541,baby,duck,a,a,0.002346761990338564,False
2542,plastic,duck,a,a,0.00013065291568636894,False
2543,blueberry,bar,a,a,2.2063279648197108e-08,True
2544,juicy,bite,a,a,0.0007760130101814866,False
2545,fat,cookie,a,a,0.001739030354656279,False
2546,wet,sand,,,0.012685215100646019,False
2547,bath,drain,a,a,0.0002064158470602706,False
2548,yellow,card,a,a,0.0008019577944651246,False
2549,green,creature,a,a,0.0026119444519281387,False
2550,draw,pile,a,a,1.3322715858521406e-05,False
2551,pipe,band,a,a,0.000783725583460182,False
2552,outside,toilet,a,an,0.0005260208854451776,False
2553,yellow,block,a,a,0.0001707040792098269,False
2554,green,boxcar,a,a,0.001693711499683559,False
2555,blob,cookie,a,a,1.458519637395751e-15,True
2556,back,chair,a,a,0.002602769760414958,False
2557,back,wall,a,a,0.0325116403400898,False
2558,pizza,crust,a,a,0.0008358481572940946,False
2559,giant,circle,a,a,0.0003849621571134776,False
2560,chocolate,fry,a,a,2.8473007205320755e-06,False
2561,boy,tiger,a,a,0.0009959574090316892,False
2562,piano,bench,a,a,0.00037549741682596505,False
2563,giant,baby,a,a,0.00018719803483691067,False
2564,hot,coal,a,a,0.011557762511074543,False
2565,tub,toy,a,a,4.432648347574286e-05,False
2566,pink,box,a,a,0.0016307308105751872,False
2567,kid,slide,a,a,6.50724405204528e-06,False
2568,outside,kitty,a,an,1.557364703330677e-05,False
2569,water,tap,a,a,0.002751781605184078,False
2570,asteroid,belt,a,an,0.002247387310490012,False
2571,baby,swing,a,a,0.0006985444342717528,False
2572,glass,jar,a,a,0.0020569930784404278,False
2573,yellow,hat,a,a,0.002342106308788061,False
2574,green,button,a,a,0.03337923064827919,False
2575,dark,night,a,a,0.0009179871995002031,False
2576,yellow,house,a,a,0.00033817067742347717,False
2577,puzzle,box,a,a,0.0018431134521961212,False
2578,naked,bear,a,a,0.0012371455086395144,False
2579,egg,salad,a,an,0.001073923078365624,False
2580,red,fan,a,a,0.0011872383765876293,False
2581,green,dragon,a,a,0.0162274818867445,False
2582,slim,girl,a,a,1.6934041923377663e-05,False
2583,outdoor,art,,,0.0004989642766304314,False
2584,green,boat,a,a,0.00011420388182159513,False
2585,orange,scissors,,,3.113209822913632e-05,False
2586,wooden,chair,a,a,0.0021022462751716375,False
2587,blonde,one,a,a,2.70035184257722e-06,False
2588,head,piece,a,a,0.00048698869068175554,False
2589,cherry,pie,a,a,0.06187327578663826,False
2590,cathedral,window,a,a,0.0003302383702248335,False
2591,blond,hair,,,0.05119222402572632,False
2592,lunch,bag,a,a,0.009406623430550098,False
2593,elephant,grey,,,4.816396312889992e-07,False
2594,purple,pot,a,a,0.0008615661645308137,False
2595,brown,page,a,a,1.015168527374044e-05,False
2596,hot,sauce,,,0.05351236090064049,False
2597,stick,person,a,a,3.1082192435860634e-05,False
2598,mince,pie,a,a,3.936537850063064e-11,True
2599,yellow,color,a,a,0.004818046931177378,False
2600,colored,water,,,0.00017627082706894726,False
2601,film,wrap,a,a,2.757746187853627e-05,False
2602,corn,movie,a,a,2.3320769741985714e-06,False
2603,grey,dog,a,a,0.002162604359909892,False
2604,truck,book,a,a,2.4685914468136616e-06,False
2605,girl,teacher,a,a,0.00035437793121673167,False
2606,broken,toy,a,a,4.689415800385177e-05,False
2607,orange,cracker,a,an,0.003124021226540208,False
2608,brown,lid,a,a,0.0001816679141484201,False
2609,orange,mango,a,an,2.0371786376927048e-05,False
2610,water,park,a,a,0.0007942264783196151,False
2611,yellow,pot,a,a,0.0010678861290216446,False
2612,shadow,puppet,a,a,0.0017003011889755726,False
2613,brick,fire,,,1.950377190951258e-05,False
2614,willow,tree,a,a,0.009654790163040161,False
2615,trash,man,a,a,7.160437235143036e-05,False
2616,apple,skin,,,0.000225163166760467,False
2617,top,window,a,a,0.0005153894308023155,False
2618,farm,puzzle,a,a,1.1014163646905217e-05,False
2619,karate,suit,a,a,4.615465513779782e-05,False
2620,green,broccoli,,,0.007022242993116379,False
2621,orange,slice,a,an,0.000461953051853925,False
2622,pink,piggy,a,a,0.0004048308474011719,False
2623,dinosaur,bone,a,a,8.952787175076082e-05,False
2624,milk,cow,a,a,0.0035245337057858706,False
2625,clock,book,a,a,0.00017558572289999574,False
2626,pink,marker,a,a,0.00017187418416142464,False
2627,oatmeal,bath,a,an,2.063636123449032e-20,True
2628,racing,car,a,a,0.00981910526752472,False
2629,red,tower,a,a,0.001840841257944703,False
2630,yellow,truck,a,a,0.0014666829956695437,False
2631,red,tail,a,a,0.025100436061620712,False
2632,blowing,nose,a,a,5.38838685315568e-05,False
2633,princess,tea,,,0.00011080763215431944,False
2634,upstairs,brush,a,an,6.141698122519301e-06,False
2635,north,wind,,,0.0037095167208462954,False
2636,bottom,floor,a,a,0.0019694874063134193,False
2637,slide,watch,a,a,1.1485248023745953e-06,False
2638,train,money,,,5.51276134501677e-05,False
2639,soap,juice,,,0.00033550025545991957,False
2640,red,boy,a,a,0.0007170047610998154,False
2641,karate,ballerina,a,a,2.037971898971591e-05,False
2642,steering,wheel,a,a,0.3122481405735016,False
2643,pineapple,juice,,,2.0970711639302822e-08,True
2644,honey,marmalade,,,0.0009832315845414996,False
2645,hot,sun,,,0.0004056264297105372,False
2646,color,stripe,a,a,0.0016196201322600245,False
2647,orange,marmalade,,,0.006964665371924639,False
2648,upstairs,flat,a,an,0.0001498081983299926,False
2649,snow,pants,,,0.0005346526741050184,False
2650,engine,driver,a,an,0.005656242836266756,False
2651,eye,witness,a,an,0.011840330436825752,False
2652,thick,point,a,a,1.8367109222428013e-10,False
2653,green,booger,a,a,0.00045022909762337804,False
2654,picnic,bench,a,a,0.0010776788694784045,False
2655,yellow,carrot,a,a,3.8028306335036177e-06,False
2656,orange,flower,a,an,0.003903056262061,False
2657,diamond,ring,a,a,0.0012915749102830887,False
2658,chocolate,bar,a,a,0.0011027951259166002,False
2659,vegetable,soup,,,0.012321194633841515,False
2660,sunflower,seed,a,a,6.107190365243149e-13,True
2661,snack,bar,a,a,0.009285110980272293,False
2662,dogs,face,a,a,4.525295662460849e-05,False
2663,yellow,broom,a,a,0.00604816060513258,False
2664,glass,light,a,a,8.62846864038147e-05,False
2665,freezing,water,,,0.0016378808068111539,False
2666,brown,dog,a,a,0.0029916884377598763,False
2667,orange,squid,a,an,0.00010276981629431248,False
2668,country,road,a,a,0.0014653151156380773,False
2669,pocket,money,,,0.0021522243041545153,False
2670,wet,wash,a,a,0.011481341905891895,False
2671,purple,camera,a,a,4.1140124267258216e-06,False
2672,red,ribbon,a,a,0.02617255598306656,False
2673,colored,glue,,,0.000592611322645098,False
2674,hot,tea,,,0.026828570291399956,False
2675,pink,frosting,,,0.008733945898711681,False
2676,night,school,a,a,0.0004253929073456675,False
2677,giant,meteorite,a,a,0.0019046791130676866,False
2678,pink,pony,a,a,0.034622468054294586,False
2679,upstairs,bed,a,an,0.0005677409935742617,False
2680,dinosaur,picture,a,a,2.719544863793999e-05,False
2681,sun,rise,a,a,0.005590406712144613,False
2682,wet,towel,a,a,0.012796313501894474,False
2683,dirty,table,a,a,0.00014034457853995264,False
2684,kid,bike,a,a,5.9424528444651514e-05,False
2685,river,fishing,,,0.00791997741907835,False
2686,downstairs,loo,a,a,3.5879482311429456e-05,False
2687,dirty,pavement,,,0.005295345094054937,False
2688,apple,tree,a,an,0.010676625184714794,False
2689,icy,ring,a,an,5.0688968258327805e-06,False
2690,hot,rod,a,a,0.21758268773555756,False
2691,brown,wig,a,a,0.003142006229609251,False
2692,red,sauce,,,0.013819772750139236,False
2693,broken,bone,a,a,0.03175986185669899,False
2694,pink,bank,a,a,7.700698188273236e-05,False
2695,flat,knife,a,a,0.00014752855349797755,False
2696,green,rectangle,a,a,0.0013264418812468648,False
2697,fat,child,a,a,0.00022502026695292443,False
2698,round,hand,a,a,0.00016106384282466024,False
2699,couple,stair,a,a,1.0594597910085213e-07,False
2700,bottom,cover,a,a,0.000249280157731846,False
2701,glitter,glue,,,0.0008041097898967564,False
2702,bubble,wrap,a,a,0.09563731402158737,False
2703,flower,plate,a,a,0.0005125895258970559,False
2704,scrap,yard,a,a,0.00041019919444806874,False
2705,hair,cut,a,a,9.606880485080183e-05,False
2706,football,teacher,a,a,0.0004435617011040449,False
2707,duffel,coat,a,a,2.3112194841793428e-11,True
2708,dirty,box,a,a,7.93018116382882e-05,False
2709,dirty,movie,a,a,7.426647789543495e-05,False
2710,daddy,chin,a,a,9.48084270930849e-05,False
2711,candy,gum,a,a,0.009319025091826916,False
2712,bus,driver,a,a,0.01793321967124939,False
2713,green,land,,,0.0004899143241345882,False
2714,dirty,vent,a,a,2.0672761820605956e-05,False
2715,pub,window,a,a,2.1562142137554474e-05,False
2716,green,car,a,a,0.004329073242843151,False
2717,cut,piece,a,a,0.00035308211226947606,False
2718,yellow,queen,a,a,0.0005303358775563538,False
2719,hot,wing,a,a,5.9265753407089505e-06,False
2720,wooden,animal,an,a,3.3641732443356887e-05,False
2721,mommy,bird,a,a,9.266011147701647e-06,False
2722,brown,suit,a,a,0.0022157197818160057,False
2723,baby,chicken,a,a,0.002790468977764249,False
2724,body,wash,a,a,0.046469759196043015,False
2725,orange,sword,a,an,5.805429464089684e-05,False
2726,yellow,shoe,a,a,0.004432688932865858,False
2727,orange,tree,a,an,0.004232254344969988,False
2728,back,page,a,a,0.0023629232309758663,False
2729,taxi,man,a,a,0.00015316085773520172,False
2730,yellow,row,a,a,0.00020683268667198718,False
2731,bacon,casserole,a,a,0.0021886511240154505,False
2732,green,knight,a,a,0.007220177911221981,False
2733,ginger,ale,an,a,0.26372581720352173,False
2734,yellow,wedge,a,a,0.0024324057158082724,False
2735,toy,box,a,a,0.006206473335623741,False
2736,song,sheet,a,a,0.00042422598926350474,False
2737,pelican,crossing,a,a,1.1625538099159158e-19,True
2738,hot,juice,,,0.0027741400990635157,False
2739,doll,dress,a,a,1.3449286598188337e-05,False
2740,yellow,pig,a,a,0.002633604221045971,False
2741,hot,cross,a,a,1.5214446648315061e-05,False
2742,flower,pan,a,a,2.1455691239680164e-05,False
2743,dog,joint,a,a,0.0001421587512595579,False
2744,poop,factory,a,a,3.693399207067211e-12,True
2745,flower,room,a,a,0.0006619284395128489,False
2746,bear,shoe,a,a,6.71095767756924e-05,False
2747,diamond,rock,a,a,0.0001219089754158631,False
2748,blond,captain,a,a,1.9140810536555364e-07,False
2749,header,tank,a,a,5.289585533319041e-05,False
2750,color,knight,a,a,4.819567402591929e-05,False
2751,dad,hand,a,a,2.1054496755823493e-05,False
2752,ice,truck,a,an,0.003871981054544449,False
2753,water,bottle,a,a,0.012860598042607307,False
2754,yellow,fire,,,0.0017897310899570584,False
2755,step,mother,a,a,0.007898152805864811,False
2756,bright,feather,a,a,0.0015071929665282369,False
2757,machine,gun,a,a,0.2760099172592163,False
2758,hairy,finger,a,a,3.475638004601933e-05,False
2759,yellow,bead,a,a,0.0015612029237672687,False
2760,brown,floor,a,a,7.491617725463584e-05,False
2761,dump,truck,a,a,0.03946734964847565,False
2762,print,shop,a,a,0.004839853849261999,False
2763,yellow,sheep,a,a,0.0026752434205263853,False
2764,hot,pink,,,0.20307794213294983,False
2765,daddy,headache,a,a,6.660707640548935e-06,False
2766,dog,hair,,,0.0001054774402291514,False
2767,girl,shoe,a,a,0.000926860433537513,False
2768,toilet,paper,a,a,0.006107276771217585,False
2769,sand,toy,a,a,7.15005126039614e-06,False
2770,blind,person,a,a,0.00044025611714459956,False
2771,lighter,colors,a,a,0.000290137977572158,False
2772,orange,paint,,,0.00028649356681853533,False
2773,pussy,cat,a,a,0.0007428393000736833,False
2774,flat,bed,a,a,0.00020595078240148723,False
2775,orange,hat,a,an,0.0005222640465945005,False
2776,night,kiss,a,a,6.103436680859886e-05,False
2777,yellow,van,a,a,0.0001203822175739333,False
2778,color,petal,a,a,1.450941817893181e-05,False
2779,bear,puzzle,a,a,3.3147702197311446e-05,False
2780,carrier,bag,a,a,0.00029195990646257997,False
2781,wolf,hound,a,a,0.006987473927438259,False
2782,wet,floor,a,a,0.000176278394064866,False
2783,pooper,scooper,a,a,3.805669524381855e-11,True
2784,lollipop,stick,a,a,9.130603315772613e-16,True
2785,sweat,top,a,a,2.0742352262459463e-06,False
2786,back,cellar,a,a,0.00028603768441826105,False
2787,macaroni,cheese,,,1.263839731876384e-15,True
2788,violin,group,a,a,8.794093446340412e-06,False
2789,nail,cut,a,a,9.380802657688037e-05,False
2790,farm,machine,a,a,5.263003185973503e-05,False
2791,baby,tiger,a,a,0.00433819554746151,False
2792,curly,hair,,,0.006276492495089769,False
2793,candy,house,a,a,1.921385592140723e-05,False
2794,wood,hardware,,,0.00011361391807440668,False
2795,hermit,crab,a,a,0.4003855288028717,False
2796,ankle,sock,a,an,7.317852578125894e-05,False
2797,strawberry,flower,a,a,0.00509417150169611,False
2798,broken,car,a,a,0.0003285905986558646,False
2799,coffee,cup,a,a,0.0007417577435262501,False
2800,cut,hair,,,0.000261138950008899,False
2801,hot,towel,a,a,0.0022367879282683134,False
2802,mommy,horse,a,a,2.4754515379754594e-06,False
2803,fish,finger,a,a,2.43072681769263e-05,False
2804,chipmunk,song,a,a,3.0886664948640977e-18,True
2805,frog,leg,a,a,0.00036763420212082565,False
2806,giant,bucket,a,a,0.000577143335249275,False
2807,hot,boil,a,a,0.019710468128323555,False
2808,pink,snow,,,0.0010337060084566474,False
2809,red,pin,a,a,0.0005439948290586472,False
2810,rain,bow,a,a,0.00010102482337970287,False
2811,red,colors,a,a,2.3744878490106203e-05,False
2812,dish,soap,,,0.009171326644718647,False
2813,mommy,duck,a,a,2.6044128389912657e-05,False
2814,hair,ball,a,a,0.00011074548092437908,False
2815,thick,marker,a,a,6.0999660490779206e-05,False
2816,dirty,pajamas,,,0.0036046458408236504,False
2817,bow,tie,a,a,2.8702426789095625e-05,False
2818,solar,house,a,a,2.8565387765411288e-05,False
2819,purple,monkey,a,a,0.003916081972420216,False
2820,hot,grill,a,a,0.0013791299425065517,False
2821,climbing,stair,a,a,0.00046823130105622113,False
2822,purple,cartridge,a,a,3.124218346783891e-05,False
2823,saw,puzzle,a,a,1.2623669135791715e-05,False
2824,shortbread,cookie,a,a,1.8001925184537904e-09,True
2825,car,parking,,,0.05645688250660896,False
2826,farm,instrument,an,a,0.00015025047468952835,False
2827,dirty,room,a,a,5.088120451546274e-05,False
2828,troll,person,a,a,6.77204582189006e-07,False
2829,drawing,office,an,a,0.00037278328090906143,False
2830,shaving,mirror,a,a,5.352806764717119e-12,True
2831,thick,rope,a,a,0.0007322413148358464,False
2832,orange,bird,a,an,0.0008869757293723524,False
2833,lighter,snack,a,a,1.7319594917353243e-05,False
2834,red,hamster,a,a,0.025401489809155464,False
2835,split,cup,a,a,1.767807043506764e-05,False
2836,orange,color,a,an,0.0028201057575643063,False
2837,purple,stick,a,a,0.00019336699915584177,False
2838,gold,helmet,a,a,0.005788563750684261,False
2839,mother,bear,a,a,0.002135925693437457,False
2840,puzzle,board,a,a,1.181999095933861e-06,False
2841,sand,castle,a,a,0.0001830071269068867,False
2842,mail,truck,a,a,0.00250016781501472,False
2843,red,bowl,a,a,0.002387808635830879,False
2844,strawberry,lemonade,,,0.04410737007856369,False
2845,gold,shoe,a,a,0.001966336043551564,False
2846,fat,brush,a,a,3.610201383708045e-05,False
2847,top,cap,a,a,0.009274328127503395,False
2848,red,doggie,a,a,0.003498088801279664,False
2849,tea,cake,a,a,0.0019364232430234551,False
2850,wet,diaper,a,a,0.02883947268128395,False
2851,mechanic,shop,a,a,0.0004941393272019923,False
2852,army,officer,an,an,0.0022785088513046503,False
2853,bear,book,a,a,1.2704427717835642e-05,False
2854,cream,tub,a,a,0.00017317908350378275,False
2855,secretary,treasurer,a,a,0.020698534324765205,False
2856,ferry,crossing,a,a,0.008297071792185307,False
2857,purple,octopus,an,a,0.000989579246379435,False
2858,oatmeal,bite,a,an,5.138131030362928e-22,True
2859,glass,building,a,a,0.00032280347659252584,False
2860,dirty,finger,a,a,6.817147368565202e-05,False
2861,toddler,bed,a,a,8.381813976248647e-12,True
2862,circus,man,a,a,0.0002686015795916319,False
2863,cut,glass,a,a,0.0025364726316183805,False
2864,dark,color,a,a,0.003066788660362363,False
2865,hot,bottle,a,a,0.0009020416182465851,False
2866,barge,person,a,a,7.059457516334078e-07,False
2867,yellow,tooth,a,a,0.00414330093190074,False
2868,pitch,fork,a,a,7.17368457117118e-05,False
2869,driving,instructor,an,a,0.0026124033611267805,False
2870,astronaut,hat,a,an,5.114337909617461e-05,False
2871,bear,cry,a,a,0.0011252539698034525,False
2872,bay,window,a,a,0.05722948536276817,False
2873,berry,patch,a,a,0.00010766297782538459,False
2874,piano,player,a,a,5.372132727643475e-05,False
2875,bedside,table,a,a,0.008394619449973106,False
2876,dead,person,a,a,0.0010153776966035366,False
2877,bird,cave,a,a,0.006736015900969505,False
2878,gold,coin,a,a,0.0882636234164238,False
2879,engine,oil,,,0.0028034790884703398,False
2880,green,pot,a,a,0.004430470988154411,False
2881,ocean,animal,an,an,3.491192273941124e-06,False
2882,cheese,ball,a,a,7.088515121722594e-05,False
2883,red,bicycle,a,a,0.0009626374230720103,False
2884,turkey,breast,a,a,3.152097178826807e-06,False
2885,hairy,spider,a,a,0.0009048035717569292,False
2886,apple,juice,,,0.0513157993555069,False
2887,paper,sticker,a,a,0.0007063971133902669,False
2888,air,balloon,a,an,0.08478053659200668,False
2889,mud,pie,a,a,0.0004239256668370217,False
2890,orange,circle,a,an,0.0009893159149214625,False
2891,star,fish,a,a,0.0002161369484383613,False
2892,fish,lip,a,a,5.9455451264511794e-05,False
2893,orange,broom,a,an,0.0005440088571049273,False
2894,paint,plaster,a,a,0.0003625011595431715,False
2895,dance,contest,a,a,0.00016729180060792714,False
2896,hot,chocolate,,,0.21261371672153473,False
2897,green,elephant,an,a,0.023589003831148148,False
2898,flower,day,a,a,0.00015272917516995221,False
2899,orange,pentagon,a,an,4.057028036186239e-06,False
2900,student,band,a,a,0.0023222335148602724,False
2901,pink,milk,,,0.0002809753641486168,False
2902,milk,shake,a,a,0.0002549328200984746,False
2903,yellow,plastic,,,0.0038145529106259346,False
2904,daddy,car,a,a,8.362203516298905e-06,False
2905,wet,tarmac,a,a,0.00039129776996560395,False
2906,pink,blanket,a,a,0.0029536534566432238,False
2907,shovel,fork,a,a,0.0001311279193032533,False
2908,fat,piggy,a,a,0.033705662935972214,False
2909,sugar,cone,a,a,0.0012363172136247158,False
2910,glass,washer,a,a,0.0015539317391812801,False
2911,silver,penny,a,a,0.0011397404596209526,False
2912,sugar,syrup,,,0.0013351349625736475,False
2913,cookie,blob,a,a,0.00012948957737535238,False
2914,donut,chair,a,a,7.881567033055284e-11,True
2915,watch,strap,a,a,0.0003227651468478143,False
2916,top,cream,,,0.0004950641305185854,False
2917,brown,teddy,a,a,0.00010428040695842355,False
2918,red,purple,,,0.0039050462655723095,False
2919,blooming,month,a,a,1.351071888971035e-12,True
2920,bloody,coconut,a,a,2.6683819669415243e-05,False
2921,game,tile,a,a,0.0001978416694328189,False
2922,circle,drawing,a,a,2.3258571673068218e-05,False
2923,fat,belly,a,a,0.012534409761428833,False
2924,puffy,cloud,a,a,8.020678481905644e-10,True
2925,dirty,outside,an,a,5.2594106819014996e-05,False
2926,book,tray,a,a,0.0005622504977509379,False
2927,red,blood,,,0.034471843391656876,False
2928,cream,taste,a,a,1.699679523881059e-05,False
2929,grey,tights,,,0.0016260059783235192,False
2930,sword,fight,a,a,0.0007041841163299978,False
2931,female,alligator,an,a,0.0040673003531992435,False
2932,dark,turquoise,,,0.007750263903290033,False
2933,check,mark,a,a,0.0007145547424443066,False
2934,throw,toy,a,a,6.979183240218845e-07,False
2935,back,line,a,a,1.2081975000910461e-05,False
2936,silky,mask,a,a,0.00011066183651564643,False
2937,potato,chip,a,a,0.01603345200419426,False
2938,stand,firm,a,a,1.7202735762111843e-05,False
2939,cut,trunk,a,a,0.0005114091327413917,False
2940,red,mark,a,a,4.723465826828033e-05,False
2941,powder,paint,,,0.00025660553365014493,False
2942,broken,crayon,a,a,0.00014738758909516037,False
2943,mail,uniform,a,a,0.0010965857654809952,False
2944,police,man,a,a,0.0006208707927726209,False
2945,yellow,taxi,a,a,0.0032675040420144796,False
2946,river,path,a,a,0.008670052513480186,False
2947,flat,tire,a,a,0.24757422506809235,False
2948,brown,horse,a,a,0.003249593311920762,False
2949,purple,dot,a,a,0.0002053976058959961,False
2950,cranberry,juice,,,2.152762382618048e-14,True
2951,fire,fighter,a,a,0.026275629177689552,False
2952,ocean,wave,a,an,0.0036801595706492662,False
2953,red,paint,,,0.007955729961395264,False
2954,red,dot,a,a,0.011369728483259678,False
2955,orange,leaflet,a,an,0.0008899581735022366,False
2956,red,cab,a,a,0.001883742748759687,False
2957,triangle,roof,a,a,6.99703159625642e-05,False
2958,plastic,cup,a,a,9.59119206527248e-05,False
2959,ant,trail,a,an,4.385888314573094e-05,False
2960,seat,belt,a,a,0.17222699522972107,False
2961,bread,box,a,a,0.00037547078682109714,False
2962,yellow,car,a,a,0.0019594428595155478,False
2963,mud,color,a,a,9.50268586166203e-05,False
2964,orange,shovel,a,an,6.456194387283176e-05,False
2965,red,picture,a,a,0.00018084804469253868,False
2966,orange,macaroni,,,0.004945185501128435,False
2967,orange,screw,a,an,2.5663837277534185e-06,False
2968,head,shot,a,a,0.008469323627650738,False
2969,snowy,day,a,a,9.164374932879582e-05,False
2970,road,track,a,a,0.0001571632456034422,False
2971,green,wall,a,a,0.005682080518454313,False
2972,hot,steam,,,0.003839606884866953,False
2973,hot,mess,a,a,0.04040222615003586,False
2974,drummer,boy,a,a,0.00182445312384516,False
2975,market,stall,a,a,0.01502178329974413,False
2976,turtle,magazine,a,a,4.228821853757836e-05,False
2977,orange,packet,a,an,0.00031311644124798477,False
2978,home,movie,a,a,0.0005119707202538848,False
2979,red,cape,a,a,0.0030071954242885113,False
2980,weeping,willow,a,a,0.015363182872533798,False
2981,red,bone,a,a,0.0008691485854797065,False
